Company,Category,Theme,Tactic_ID,Tactic_Name,Score,Confidence,Evidence,Source
OpenAI,Market Leader,Service Orchestration,66,Data export and portability,5,High,"Export conversations. API access. Data download available.",chatgpt.com
OpenAI,Market Leader,Service Orchestration,67,Integration with other tools (APIs),5,High,"Extensive API. Apps SDK. Plugin ecosystem. Deep integrations.",openai.com
OpenAI,Market Leader,Service Orchestration,68,Clean exit/closure flows,5,High,"Account deletion clear. Data removal options. Clean exit process.",chatgpt.com
Amazon,Market Leader,Ease of Use,1,Clear navigation and findability,5,High,"'Intuitive search and navigation features enable users to find or discover products quickly'. Categories, search, recommendations.",Uptech UX study
Amazon,Market Leader,Ease of Use,2,Single workspace for key tasks,5,High,"Browse, buy, track, return all in one app. Account unified.",amazon.com
Amazon,Market Leader,Ease of Use,3,Progressive disclosure (simple → advanced),5,High,"Simple browse to advanced filters. Seller tools separate. Consumer view streamlined.",amazon.com
Amazon,Market Leader,Ease of Use,4,Smart defaults and pre-filling,5,High,"Saved addresses. Payment methods. One-click ordering. Personalized defaults.",amazon.com
Amazon,Market Leader,Ease of Use,5,Low-click flows for common tasks,5,High,"'One-click ordering'. Buy Now. Reorder. Minimal friction to purchase.",Uptech UX study
Amazon,Market Leader,Ease of Use,6,Templates for repetitive work,5,High,"Subscribe & Save. Reorder past purchases. Lists for recurring needs.",amazon.com
Amazon,Market Leader,Ease of Use,7,Inline validation and helpful constraints,5,High,"Address validation. Payment verification. Stock availability checks.",amazon.com
Amazon,Market Leader,Ease of Use,8,Contextual help (tooltips videos),3,Medium,"Product videos. Help section. Some contextual info.",amazon.com
Amazon,Market Leader,Ease of Use,9,Drafts and autosave,5,High,"Cart persists. Lists saved. Wishlist autosaves.",amazon.com
Amazon,Market Leader,Ease of Use,10,Undo/redo capabilities,5,High,"Easy returns. Cancel orders. Modify cart easily.",amazon.com
Amazon,Market Leader,Ease of Use,11,Keyboard shortcuts,1,Low,"Web has limited shortcuts. Mobile-focused.",amazon.com
Amazon,Market Leader,Ease of Use,12,Robust search with filters,5,High,"Powerful search with AI personalization. Multiple filters. Category refinement.",amazon.com
Amazon,Market Leader,Ease of Use,13,Bulk actions,3,Medium,"Select multiple items. Bulk add to cart. Some batch operations.",amazon.com
Amazon,Market Leader,Ease of Use,14,Saved workflows,5,High,"Subscribe & Save. Lists. Alexa routines. Recurring orders.",amazon.com
Amazon,Market Leader,Ease of Use,15,Fast feedback on actions,5,High,"'Faster load times'. Cart updates instant. Real-time inventory.",MobileLoud
Amazon,Market Leader,Ease of Use,16,Reliable performance at scale,5,High,"World's largest ecommerce. Handles Prime Day traffic. Massive scale.",amazon.com
Amazon,Market Leader,Ease of Use,17,Works on poor connections,3,Medium,"Some offline features. Mostly needs connection.",amazon.com
Amazon,Market Leader,Ease of Use,18,Strong WCAG support,3,Medium,"Accessibility features present. Screen reader support. Could improve.",amazon.com
Amazon,Market Leader,Ease of Use,19,Security without burden (MFA SSO),5,High,"Biometric login. One-click purchase. Simple authentication.",amazon.com
Amazon,Market Leader,Ease of Use,20,Consistent across devices,5,High,"Web, app, Alexa, Fire TV. 'Omnichannel approach'. Seamless experience.",Uptech UX study
Amazon,Market Leader,Emotional Design,21,Clean calm design with clear hierarchy,3,Medium,"Functional design. Information-dense. Not minimalist but organized.",amazon.com
Amazon,Market Leader,Emotional Design,22,Gentle purposeful animation,3,Medium,"Cart animations. Loading states. Functional animations.",amazon.com
Amazon,Market Leader,Emotional Design,23,Dark mode / theme controls,3,Medium,"Dark mode available on app. Limited customization.",amazon.com
Amazon,Market Leader,Emotional Design,24,Friendly human language,3,Medium,"Professional tone. Seller variety affects consistency.",amazon.com
Amazon,Market Leader,Emotional Design,25,Avoids blame in errors,3,Medium,"Order issues handled. Return process clear.",amazon.com
Amazon,Market Leader,Emotional Design,26,Supportive service interactions,5,High,"'Dedication to customer service through multiple support channels'. Easy returns. Chat support.",Uptech UX study
Amazon,Market Leader,Emotional Design,27,Visual celebration of progress,3,Medium,"Order tracking. Delivery progress. Some celebration on delivery.",amazon.com
Amazon,Market Leader,Emotional Design,28,Clear sense of completion,5,High,"Order confirmation. Delivery notification. Clear completion states.",amazon.com
Amazon,Market Leader,Emotional Design,29,Onboarding that builds confidence,3,Medium,"Simple signup. Quick to shopping. Trust built over time.",amazon.com
Amazon,Market Leader,Emotional Design,30,Options to pace work,5,High,"Browse at leisure. No pressure. Save for later. Wishlists.",amazon.com
Amazon,Market Leader,Emotional Design,31,Predictable updates and change notices,3,Medium,"Price tracking. Order updates. Some surprise changes on Prime.",amazon.com
Amazon,Market Leader,Emotional Design,32,Clear separation of safe vs dangerous actions,3,Medium,"One-click can be risky. Delete account warnings. Some separation.",amazon.com
Amazon,Market Leader,Social Proof & Belonging,33,Social proof (awards ratings user numbers),5,High,"Customer reviews ubiquitous. Star ratings. Bestseller badges. Purchase counts.",amazon.com
Amazon,Market Leader,Social Proof & Belonging,34,Case studies from peer organizations,1,Low,"Consumer service. AWS has B2B cases separately.",Not applicable
Amazon,Market Leader,Social Proof & Belonging,35,Peer benchmarks (firms like you),3,Medium,"'Customers also bought'. Purchasing patterns shown.",amazon.com
Amazon,Market Leader,Social Proof & Belonging,36,Community spaces (forums events),3,Medium,"Customer reviews as community. Q&A on products. Limited forums.",amazon.com
Amazon,Market Leader,Social Proof & Belonging,37,Champion/advocate programs,5,High,"Amazon Vine program. Influencer program. Affiliate program.",amazon.com
Amazon,Market Leader,Social Proof & Belonging,38,Shared workspaces for teams,3,Medium,"Business accounts. Household sharing. Gift registries.",amazon.com
Amazon,Market Leader,Social Proof & Belonging,39,Activity visibility for accountability,3,Medium,"Household can see orders. Shared lists visible.",amazon.com
Amazon,Market Leader,Social Proof & Belonging,40,Named human contacts (support BDMs),1,Low,"No named contacts. General support.",amazon.com
Amazon,Market Leader,Social Proof & Belonging,41,Professional profiles visible to clients,1,Low,"Not applicable to consumer shopping.",Not applicable
Amazon,Market Leader,Social Proof & Belonging,42,Firm branding in client-facing views,1,Low,"Not applicable to consumer shopping.",Not applicable
Amazon,Market Leader,Social Proof & Belonging,43,Status indicators (badges certifications),5,High,"Prime membership. Best seller badges. Amazon Choice. Verified purchase.",amazon.com
Amazon,Market Leader,Decision Support,44,Clear layered explanations,3,Medium,"Product descriptions. Some comparison info. Varies by seller.",amazon.com
Amazon,Market Leader,Decision Support,45,Visualizations of complex info,3,Medium,"Product images. Some charts. Price history on extensions.",amazon.com
Amazon,Market Leader,Decision Support,46,In-context definitions/glossaries,1,Low,"Limited definitions. Product-specific info.",amazon.com
Amazon,Market Leader,Decision Support,47,Time-anchored reminders,5,High,"Price drop alerts. Subscribe reminders. Delivery notifications.",amazon.com
Amazon,Market Leader,Decision Support,48,Side-by-side comparisons,5,High,"Product comparison tools. Similar items. Feature comparison tables.",amazon.com
Amazon,Market Leader,Decision Support,49,Scenario tools (what-if analysis),1,Low,"No scenario tools for shopping.",Extensive search conducted
Amazon,Market Leader,Decision Support,50,Transparent cost breakdowns,5,High,"Price clear. Shipping shown. Total before checkout.",amazon.com
Amazon,Market Leader,Decision Support,51,Recommendations / next-best-actions,5,High,"'AI algorithms suggest highly relatable content'. Recommendations pervasive. 78% use AI personalization.",Ecommerce UX 2025
Amazon,Market Leader,Decision Support,52,Highlighting of risks/anomalies,3,Medium,"Low stock warnings. Price increase alerts. Some risk indicators.",amazon.com
Amazon,Market Leader,Decision Support,53,AI assistants for drafting/summarizing,3,Medium,"Alexa integration. AI-powered search. Review summaries.",amazon.com
Amazon,Market Leader,Decision Support,54,Data provenance (source freshness),3,Medium,"Review dates shown. Seller info available.",amazon.com
Amazon,Market Leader,Decision Support,55,Clear what happens next signposting,5,High,"Delivery estimates. Order tracking. Clear next steps.",amazon.com
Amazon,Market Leader,Decision Support,56,Activity logs (audit trail),5,High,"Order history. Browsing history. Complete records.",amazon.com
Amazon,Market Leader,Service Orchestration,57,Consistent state across channels,5,High,"Web, app, Alexa, voice. Cart syncs. Orders unified.",amazon.com
Amazon,Market Leader,Service Orchestration,58,Clear journey architecture,5,High,"Browse → Add → Buy → Track → Receive. Clear commerce journey.",amazon.com
Amazon,Market Leader,Service Orchestration,59,Smooth hand-offs between teams,3,Medium,"Support handles issues. Seller communication separate.",amazon.com
Amazon,Market Leader,Service Orchestration,60,Multi-modal support options,5,High,"Chat, phone, email, help center. Comprehensive support.",amazon.com
Amazon,Market Leader,Service Orchestration,61,Visible SLAs and response times,3,Medium,"Delivery dates clear. Support response times not published.",amazon.com
Amazon,Market Leader,Service Orchestration,62,Proactive service (outbound notifications),5,High,"Push notifications for offers, cart abandonment, order updates.",MobileLoud
Amazon,Market Leader,Service Orchestration,63,Structured training paths,1,Low,"No training needed. Intuitive shopping.",Not applicable
Amazon,Market Leader,Service Orchestration,64,Searchable knowledge base,5,High,"Comprehensive help center. FAQ. Troubleshooting.",amazon.com
Amazon,Market Leader,Service Orchestration,65,Migration/switching support,1,Low,"No migration. Account creation simple.",Not applicable
Amazon,Market Leader,Service Orchestration,66,Data export and portability,3,Medium,"Order history. Request data download.",amazon.com
Amazon,Market Leader,Service Orchestration,67,Integration with other tools (APIs),5,High,"Alexa Skills. Smart home. Extensive ecosystem.",amazon.com
Amazon,Market Leader,Service Orchestration,68,Clean exit/closure flows,3,Medium,"Account closure available. Some complexity reported.",amazon.com
Aberdeen,Competitor,Ease of Use,1,Clear navigation and findability,3,High,"Mega-navigation with platform categories (Wrap, Elevate, MPS). Fund search with filters. However platform consolidation causing confusion.",aberdeenadviser.com
Aberdeen,Competitor,Ease of Use,2,Single workspace for key tasks,3,Medium,"AdviserOS consolidating Wrap, Elevate, Fundzone into single platform. Still in transition. Some fragmentation remains.",Money Marketing
Aberdeen,Competitor,Ease of Use,3,Progressive disclosure (simple → advanced),3,Medium,"Elevate for simple, Wrap for HNW. Different platforms for different needs. Being consolidated.",aberdeenadviser.com
Aberdeen,Competitor,Ease of Use,4,Smart defaults and pre-filling,3,Medium,"Model portfolios available. Automated drawdown price lock. Some smart defaults.",aberdeenadviser.com
Aberdeen,Competitor,Ease of Use,5,Low-click flows for common tasks,1,Low,"Major complaints: 'portal option to sell investments clearly doesn't work'. Fund purchasing requires manual written requests.",Trustpilot
Aberdeen,Competitor,Ease of Use,6,Templates for repetitive work,3,Medium,"Model portfolio functionality. Bulk rebalancing. Some automation available.",comparetheplatform.co.uk
Aberdeen,Competitor,Ease of Use,7,Inline validation and helpful constraints,1,Low,"'Portal identity verification repeatedly fails during transactions'. Validation issues reported.",Trustpilot
Aberdeen,Competitor,Ease of Use,8,Contextual help (tooltips videos),3,Medium,"Help centres for each platform. Document library. CPD modules. Guidance available.",aberdeenadviser.com
Aberdeen,Competitor,Ease of Use,9,Drafts and autosave,1,Low,"No evidence of draft functionality. Forms repeatedly lost requiring resubmission.",Trustpilot
Aberdeen,Competitor,Ease of Use,10,Undo/redo capabilities,1,Low,"No evidence found. Transactions difficult to reverse.",Extensive search conducted
Aberdeen,Competitor,Ease of Use,11,Keyboard shortcuts,1,Low,"No keyboard shortcuts mentioned.",Extensive search conducted
Aberdeen,Competitor,Ease of Use,12,Robust search with filters,3,Medium,"Fund search by asset class, fund type, SFDR classification. Basic filtering available.",aberdeenadviser.com
Aberdeen,Competitor,Ease of Use,13,Bulk actions,5,High,"Bulk rebalancing. Bulk valuation service. Automated adviser charging feeds.",aberdeenadviser.com; Money Marketing
Aberdeen,Competitor,Ease of Use,14,Saved workflows,3,Medium,"Model portfolios persist. Automated rebalancing configurations.",aberdeenadviser.com
Aberdeen,Competitor,Ease of Use,15,Fast feedback on actions,1,Low,"Withdrawal requests stuck 'pending indefinitely'. Major delays reported across processes.",Trustpilot
Aberdeen,Competitor,Ease of Use,16,Reliable performance at scale,1,Low,"'Technology seems to have passed abrdn by'. Platform issues during re-platforming. Reliability concerns.",Trustpilot
Aberdeen,Competitor,Ease of Use,17,Works on poor connections,1,Low,"No evidence of offline capabilities.",Extensive search conducted
Aberdeen,Competitor,Ease of Use,18,Strong WCAG support,1,Low,"No accessibility information found.",Extensive search conducted
Aberdeen,Competitor,Ease of Use,19,Security without burden (MFA SSO),3,Medium,"Secure platform. FCA regulated. E-signatures available reducing friction.",aberdeenadviser.com
Aberdeen,Competitor,Ease of Use,20,Consistent across devices,1,Low,"Platform fragmentation issues. 'Dashboard shows incomplete customer information post-merger'.",Trustpilot
Aberdeen,Competitor,Emotional Design,21,Clean calm design with clear hierarchy,3,Medium,"New adviserOS has 'modern intuitive experience'. Legacy platforms less polished.",aberdeenadviser.com
Aberdeen,Competitor,Emotional Design,22,Gentle purposeful animation,1,Low,"No evidence of notable animations.",Extensive search conducted
Aberdeen,Competitor,Emotional Design,23,Dark mode / theme controls,1,Low,"No theme options evident.",Extensive search conducted
Aberdeen,Competitor,Emotional Design,24,Friendly human language,3,Medium,"Professional adviser-focused tone. Marketing emphasizes partnership.",aberdeenadviser.com
Aberdeen,Competitor,Emotional Design,25,Avoids blame in errors,1,Low,"System errors blamed on users. Verification failures with no clear guidance.",Trustpilot
Aberdeen,Competitor,Emotional Design,26,Supportive service interactions,1,Low,"'Customer service is a joke'. '1 hour 20 minutes on hold'. 'Emails take 2 weeks'. Outsourced to SS&C.",Trustpilot
Aberdeen,Competitor,Emotional Design,27,Visual celebration of progress,1,Low,"No evidence of progress celebrations.",Extensive search conducted
Aberdeen,Competitor,Emotional Design,28,Clear sense of completion,1,Low,"Processes stuck without completion. Transfer status unclear.",Trustpilot
Aberdeen,Competitor,Emotional Design,29,Onboarding that builds confidence,1,Low,"Re-platforming causing adviser frustration. Confidence declining.",Professional Adviser
Aberdeen,Competitor,Emotional Design,30,Options to pace work,3,Medium,"Self-directed platform use. Advisers control their workflow.",aberdeenadviser.com
Aberdeen,Competitor,Emotional Design,31,Predictable updates and change notices,1,Low,"Surprise platform changes. Re-platforming poorly communicated.",Professional Adviser
Aberdeen,Competitor,Emotional Design,32,Clear separation of safe vs dangerous actions,1,Low,"No evidence of warning systems.",Extensive search conducted
Aberdeen,Competitor,Social Proof & Belonging,33,Social proof (awards ratings user numbers),3,Medium,"3400+ adviser firms. 400000 retail customers. A-rated financial strength. But 1.2/5 Trustpilot.",aberdeenadviser.com; Trustpilot
Aberdeen,Competitor,Social Proof & Belonging,34,Case studies from peer organizations,1,Low,"No adviser case studies found publicly.",Extensive search conducted
Aberdeen,Competitor,Social Proof & Belonging,35,Peer benchmarks (firms like you),1,Low,"No peer comparison features.",Extensive search conducted
Aberdeen,Competitor,Social Proof & Belonging,36,Community spaces (forums events),1,Low,"No community forums found.",Extensive search conducted
Aberdeen,Competitor,Social Proof & Belonging,37,Champion/advocate programs,1,Low,"No advocacy programs evident.",Extensive search conducted
Aberdeen,Competitor,Social Proof & Belonging,38,Shared workspaces for teams,3,Medium,"Adviser firm-level access. Team permissions available.",aberdeenadviser.com
Aberdeen,Competitor,Social Proof & Belonging,39,Activity visibility for accountability,3,Medium,"Transaction reporting. Audit capabilities for advisers.",aberdeenadviser.com
Aberdeen,Competitor,Social Proof & Belonging,40,Named human contacts (support BDMs),3,Medium,"'Experts on hand' with co-browsing support. Regional contacts. But outsourced issues.",aberdeenadviser.com; Trustpilot
Aberdeen,Competitor,Social Proof & Belonging,41,Professional profiles visible to clients,3,Medium,"Adviser branding in client communications. Client portal access.",aberdeenadviser.com
Aberdeen,Competitor,Social Proof & Belonging,42,Firm branding in client-facing views,3,Medium,"Client reporting with firm branding. White-label options.",aberdeenadviser.com
Aberdeen,Competitor,Social Proof & Belonging,43,Status indicators (badges certifications),1,Low,"No status systems evident.",Extensive search conducted
Aberdeen,Competitor,Decision Support,44,Clear layered explanations,3,Medium,"Fund information available. Help documentation. Some guidance.",aberdeenadviser.com
Aberdeen,Competitor,Decision Support,45,Visualizations of complex info,3,Medium,"Performance tracking charts. Full performance analysis with flexible fund charting.",aberdeenadviser.com
Aberdeen,Competitor,Decision Support,46,In-context definitions/glossaries,1,Low,"No inline definitions evident.",Extensive search conducted
Aberdeen,Competitor,Decision Support,47,Time-anchored reminders,1,Low,"Tax year-end reminders available. Limited other reminders.",aberdeenadviser.com
Aberdeen,Competitor,Decision Support,48,Side-by-side comparisons,3,Medium,"Fund comparison available. Performance comparison tools.",aberdeenadviser.com
Aberdeen,Competitor,Decision Support,49,Scenario tools (what-if analysis),5,High,"'What If tool' explicitly mentioned. Drawdown calculators. Retirement expense calculator. CGT calculator.",aberdeenadviser.com
Aberdeen,Competitor,Decision Support,50,Transparent cost breakdowns,3,Medium,"Fee information available. Some complaints about lack of clarity during transfers.",Trustpilot
Aberdeen,Competitor,Decision Support,51,Recommendations / next-best-actions,1,Low,"No automated recommendations evident.",Extensive search conducted
Aberdeen,Competitor,Decision Support,52,Highlighting of risks/anomalies,3,Medium,"Risk-rated portfolios. Risk profiling tools available.",aberdeenadviser.com
Aberdeen,Competitor,Decision Support,53,AI assistants for drafting/summarizing,1,Low,"No AI features evident in current platform.",Extensive search conducted
Aberdeen,Competitor,Decision Support,54,Data provenance (source freshness),3,Medium,"Daily pricing and NAV data. Real-time fund information.",aberdeenadviser.com
Aberdeen,Competitor,Decision Support,55,Clear what happens next signposting,1,Low,"Major complaints about process opacity. No clear status on transfers.",Trustpilot
Aberdeen,Competitor,Decision Support,56,Activity logs (audit trail),3,Medium,"Transaction history. 65M annual transactions processed. Reporting available.",aberdeenadviser.com
Aberdeen,Competitor,Service Orchestration,57,Consistent state across channels,1,Low,"Platform fragmentation during consolidation. Inconsistent experience across Wrap/Elevate/Fundzone.",Trustpilot; Professional Adviser
Aberdeen,Competitor,Service Orchestration,58,Clear journey architecture,1,Low,"Journey unclear during re-platforming. Multiple platforms confusing.",Professional Adviser
Aberdeen,Competitor,Service Orchestration,59,Smooth hand-offs between teams,1,Low,"'Spoke to 3 people who couldn't help'. Outsourced support creates disconnection.",Trustpilot
Aberdeen,Competitor,Service Orchestration,60,Multi-modal support options,3,Medium,"Phone, email available. But phone 'regularly down'. Email '2 weeks to answer'. Co-browsing a positive.",Trustpilot; aberdeenadviser.com
Aberdeen,Competitor,Service Orchestration,61,Visible SLAs and response times,1,Low,"SLAs not met. '9 working days' promised but not honored.",Trustpilot
Aberdeen,Competitor,Service Orchestration,62,Proactive service (outbound notifications),1,Low,"No proactive communication. Customers must chase for updates.",Trustpilot
Aberdeen,Competitor,Service Orchestration,63,Structured training paths,3,Medium,"CPD modules available. Adviser training resources. Help documentation.",aberdeenadviser.com
Aberdeen,Competitor,Service Orchestration,64,Searchable knowledge base,3,Medium,"Help centre. Document library. Platform guides available.",aberdeenadviser.com
Aberdeen,Competitor,Service Orchestration,65,Migration/switching support,1,Low,"Transfer-out 'deliberately stalled'. 4+ months for transfers. 'Criminally hanging on to customer funds'.",Trustpilot
Aberdeen,Competitor,Service Orchestration,66,Data export and portability,3,Medium,"Report exports. Fund lists as Excel. Client reporting.",aberdeenadviser.com
Aberdeen,Competitor,Service Orchestration,67,Integration with other tools (APIs),3,Medium,"Back-office integration. Adviser system integrations. API capabilities.",aberdeenadviser.com
Aberdeen,Competitor,Service Orchestration,68,Clean exit/closure flows,1,Low,"Major complaints about exit. Transfers taking months. Estate payouts delayed.",Trustpilot
